Geneid	HER21	HER22	HER23	NonTNBC1	NonTNBC2	NonTNBC3	Normal1	Normal2	Normal3	TNBC1	TNBC2	TNBC3
ENSG00000278852	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175206	3	8	1	6	7	2	6	6	10	8	1	10
ENSG00000275915	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120937	0	0	0	0	0	0	0	0	0	2	1	2
ENSG00000224904	0	2	0	10	7	7	1	0	0	12	2	3
ENSG00000285646	26	26	49	48	18	16	8	5	38	28	31	32
ENSG00000199347	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201801	6	8	12	17	4	2	0	1	0	5	9	2
ENSG00000116685	247	582	306	1312	447	540	540	874	1021	616	738	904
ENSG00000083444	448	3025	501	2395	838	892	1268	3177	2735	2045	2765	5412
ENSG00000287384	0	2	0	0	4	1	5	12	0	2	0	2
ENSG00000116688	761	1078	908	2275	1134	1211	1444	3052	3555	819	954	661
ENSG00000270914	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116691	74	205	85	282	161	149	229	405	285	164	146	135
ENSG00000202461	1	3	1	4	2	3	1	1	0	8	3	1
ENSG00000276869	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243539	0	0	0	0	0	1	0	0	0	0	1	1
ENSG00000120949	31	23	25	33	28	33	4	80	81	61	29	41
ENSG00000201135	0	1	0	1	0	2	0	0	0	3	0	2
ENSG00000227875	0	0	0	1	1	0	0	0	0	2	0	0
ENSG00000285604	0	0	0	3	1	2	0	0	0	8	2	3
ENSG00000283789	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000028137	523	319	408	1099	311	475	259	1849	1773	699	585	462
ENSG00000263676	0	0	0	0	1	3	1	0	1	1	1	0
ENSG00000225196	0	0	1	1	1	0	1	1	0	3	0	1
ENSG00000252969	1	0	0	1	0	0	0	1	0	0	0	0
ENSG00000048707	2985	4882	4792	4862	2404	2399	637	1878	2097	2024	1753	1872
ENSG00000239149	4	4	4	2	0	3	1	6	1	1	1	2
ENSG00000229484	1	0	0	2	3	0	1	0	0	2	1	0
ENSG00000162496	433	332	236	1791	447	388	407	1419	1424	595	489	890
ENSG00000221340	1	3	0	0	0	0	0	4	1	2	2	0
ENSG00000276830	0	0	0	3	1	2	2	4	0	1	1	0
ENSG00000272482	14	13	5	17	8	11	1	16	18	22	20	18
ENSG00000204518	0	0	0	4	4	2	0	1	0	14	4	3
ENSG00000226166	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000188984	0	0	0	3	7	10	0	0	0	15	12	8
ENSG00000157330	1	1	1	9	7	3	0	1	1	22	5	15
ENSG00000116726	0	0	0	2	3	5	0	0	0	9	5	2
ENSG00000116721	0	0	0	1	4	1	0	0	0	7	4	3
ENSG00000228338	0	0	0	1	0	0	0	0	0	4	1	0
ENSG00000239810	0	0	0	0	0	1	0	0	0	5	0	0
ENSG00000231103	0	0	0	0	0	0	0	0	0	8	3	0
ENSG00000179172	1	0	0	3	2	0	1	2	1	18	2	1
ENSG00000120952	0	0	0	0	2	0	0	0	0	5	0	2
ENSG00000243073	0	0	0	0	1	1	0	0	0	8	1	3
ENSG00000187545	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000204510	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000207434	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234064	0	0	0	3	0	0	0	0	0	1	0	0
ENSG00000232423	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000274178	0	0	0	1	0	0	0	0	0	3	0	0
ENSG00000274764	0	0	1	0	2	0	0	0	0	3	1	0
ENSG00000277058	0	0	0	0	1	3	0	0	0	1	2	2
ENSG00000229571	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000277862	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000236179	0	0	0	0	0	2	0	0	0	4	0	4
ENSG00000275774	0	0	0	2	1	4	0	0	0	5	1	2
ENSG00000229978	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000233336	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280267	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179412	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000204505	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279169	0	0	0	0	0	0	0	0	0	3	0	1
ENSG00000279804	0	0	0	0	4	0	0	0	0	8	1	2
ENSG00000250894	0	0	0	3	1	1	0	0	0	6	0	8
ENSG00000270601	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000231219	0	0	0	1	2	0	0	0	0	0	0	2
ENSG00000207511	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182330	0	2	0	0	0	0	0	0	0	3	0	0
ENSG00000237700	0	0	0	1	4	0	0	0	0	5	0	1
ENSG00000204501	0	0	0	0	0	1	0	0	0	1	0	1
ENSG00000228229	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000204481	0	0	0	5	2	2	0	0	0	3	0	0
ENSG00000204480	0	0	0	0	1	3	0	0	0	3	2	0
ENSG00000204479	0	0	0	2	1	2	0	0	0	6	1	1
ENSG00000204478	0	0	0	1	2	0	0	0	0	10	0	2
ENSG00000162494	0	0	1	1	5	1	2	19	2	6	5	0
ENSG00000259961	0	0	0	0	2	1	0	0	0	2	2	5
ENSG00000215909	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000162493	168	10	150	197	90	111	174	984	987	58	153	88
ENSG00000222952	0	0	1	0	0	2	0	0	0	0	1	1
ENSG00000237445	0	0	0	0	0	0	0	2	0	0	1	0
ENSG00000253085	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000116731	1170	590	1018	997	771	834	888	2065	3479	652	715	643
ENSG00000189337	115	308	146	105	121	104	468	1217	2029	178	129	281
ENSG00000252151	1	0	1	0	0	0	0	0	0	1	0	0
ENSG00000231606	35	26	20	3	10	11	5	9	2	19	5	4
ENSG00000234593	33	22	22	5	14	30	0	0	2	13	6	8
ENSG00000235829	5	2	3	0	3	2	1	0	1	2	1	4
ENSG00000287756	4	4	0	0	2	4	0	0	2	9	0	1
ENSG00000175147	28	22	22	42	28	24	29	119	135	46	38	48
ENSG00000171729	127	82	126	304	102	99	440	912	1295	119	145	239
ENSG00000204464	13	25	17	4	5	8	3	3	3	9	2	6
ENSG00000215720	5	16	8	3	3	3	3	0	1	4	2	3
ENSG00000278480	1	0	4	5	3	8	1	3	3	5	5	7
ENSG00000142621	62	24	55	52	50	48	23	107	181	86	43	58
ENSG00000233485	0	0	2	3	2	2	0	2	0	6	1	2
ENSG00000236045	1	1	2	1	1	1	1	2	5	0	2	4
ENSG00000228140	1	1	4	11	5	5	9	5	7	27	8	11
ENSG00000142634	331	248	373	1438	466	357	979	2085	2228	387	496	383
ENSG00000162438	3	0	2	21	11	13	3	23	15	22	16	21
ENSG00000142615	0	0	0	11	7	3	1	5	2	5	2	2
ENSG00000215704	1	2	5	4	5	5	7	20	8	13	8	4
ENSG00000132906	85	62	86	258	153	109	159	388	301	95	105	70
ENSG00000116138	418	595	512	1268	646	543	128	388	370	293	389	381
ENSG00000251866	4	6	6	1	4	3	0	0	0	0	0	1
ENSG00000272510	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000116771	29	46	55	91	25	23	8	11	11	60	37	34
ENSG00000237301	2	6	1	16	2	5	1	2	5	11	5	8
ENSG00000235084	3	2	3	9	1	0	1	6	6	5	3	0
ENSG00000252417	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000236500	0	0	0	1	0	2	0	0	0	2	0	0
ENSG00000197312	1050	1555	1763	1196	1297	1002	196	869	1146	630	559	536
ENSG00000215695	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271742	0	0	0	0	0	3	1	1	0	3	0	0
ENSG00000116786	336	312	384	806	365	369	867	2427	2571	388	532	352
ENSG00000237938	25	23	15	17	16	10	4	20	13	8	4	5
ENSG00000162461	9	7	3	24	6	11	21	67	42	25	9	8
ENSG00000224459	0	1	0	4	1	2	0	0	0	6	0	2
ENSG00000162460	0	0	1	2	7	2	1	0	0	6	4	6
ENSG00000162458	303	289	139	938	203	228	597	3695	2427	482	1503	753
ENSG00000224321	0	0	0	7	1	2	1	1	1	5	1	1
ENSG00000233954	17	27	14	147	32	34	11	37	30	28	45	47
ENSG00000178715	2	3	2	6	1	3	2	1	1	4	2	2
ENSG00000179743	39	25	45	118	65	34	44	50	34	40	51	41
ENSG00000065526	1463	2107	1517	1080	750	782	1608	7175	10139	986	663	500
ENSG00000270620	5	7	2	4	4	5	1	1	1	6	1	1
ENSG00000116809	145	144	185	428	156	162	288	838	692	166	224	200
ENSG00000234607	6	4	5	6	3	5	4	0	0	15	4	1
ENSG00000231353	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275503	0	0	0	0	2	2	0	1	0	4	2	6
ENSG00000224966	0	1	0	4	3	3	0	1	0	10	4	3
ENSG00000183888	3	0	64	18	158	104	26	51	22	13	3	8
ENSG00000233078	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173641	7	4	8	23	17	12	41	58	117	4	18	18
ENSG00000186510	4	1	5	30	19	12	13	14	32	24	18	10
ENSG00000232456	0	0	0	1	2	1	0	0	0	5	1	1
ENSG00000184908	3	1	2	6	16	14	7	7	6	20	13	11
ENSG00000185519	0	1	8	8	5	4	3	10	7	12	3	6
ENSG00000142627	93	183	139	391	126	107	2761	7342	8176	171	250	147
ENSG00000227959	0	4	1	3	1	1	6	51	45	6	2	0
ENSG00000224621	0	1	1	2	0	3	2	19	6	1	2	8
ENSG00000234166	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142632	79	232	105	334	105	115	134	316	260	156	178	139
ENSG00000237276	9	3	11	67	13	16	14	20	14	19	21	12
ENSG00000288398	23	22	35	123	69	82	30	41	55	33	39	21
ENSG00000132881	15	22	30	103	50	61	25	34	27	28	31	32
ENSG00000233929	0	2	1	7	1	0	4	8	27	2	0	2
ENSG00000037637	441	691	606	812	422	404	278	819	1037	372	398	403
ENSG00000055070	711	879	905	2751	893	804	1466	3296	3889	1073	1124	1094
ENSG00000226457	4	4	6	5	2	1	2	1	0	5	3	4
ENSG00000187144	6	4	4	16	21	14	1	10	11	27	13	11
ENSG00000157191	509	585	635	2008	678	640	400	1261	1082	702	902	893
ENSG00000226029	10	27	22	17	19	23	9	22	35	14	5	7
ENSG00000080947	88	126	56	71	100	76	32	51	58	64	51	27
ENSG00000206652	264	661	146	201	3170	43	0	0	0	23	32	6
ENSG00000261135	6	3	0	1	1	1	0	2	0	0	2	0
ENSG00000285853	0	0	0	0	2	2	0	0	0	1	0	1
ENSG00000224174	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000233421	0	0	1	0	6	1	6	0	1	1	1	1
ENSG00000277344	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225710	0	0	0	2	1	2	0	0	0	2	0	1
ENSG00000219481	339	874	525	922	1400	650	125	268	370	405	414	144
ENSG00000271732	2	4	2	4	6	4	0	0	0	10	7	5
ENSG00000215908	210	142	151	290	546	316	112	381	270	243	315	138
ENSG00000283773	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186301	16	22	19	71	75	50	28	81	44	19	28	9
ENSG00000282143	1	0	0	0	0	3	0	0	0	2	0	0
ENSG00000207513	8	5	4	2	0	0	0	0	0	2	1	1
ENSG00000280114	0	11	0	15	3	2	1	1	0	3	4	3
ENSG00000236698	1	5	9	15	2	2	4	6	14	1	6	1
ENSG00000268869	2	18	2	47	8	8	3	5	0	18	14	15
ENSG00000279151	0	0	0	0	1	0	0	0	0	6	4	1
ENSG00000282740	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000058453	107	115	152	338	358	301	324	676	657	179	212	127
ENSG00000227684	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000207389	874	2095	339	209	36	37	0	0	0	10	153	12
ENSG00000186715	7	14	3	13	31	18	29	54	18	24	28	9
ENSG00000223643	0	0	2	6	12	3	0	0	0	5	9	2
ENSG00000230239	0	1	0	7	1	1	0	0	0	2	2	0
ENSG00000263811	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000228549	2	1	0	4	23	9	9	1	1	19	8	21
ENSG00000277234	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238142	1	7	2	49	11	7	27	14	16	5	8	14
ENSG00000235241	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207005	244	5438	77	104	76	50	0	2	0	105	25	21
ENSG00000272426	0	0	2	10	2	3	2	3	0	3	2	1
ENSG00000117122	77	152	57	287	306	268	99	489	502	190	401	234
ENSG00000286898	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226526	2	1	0	3	9	3	0	0	3	7	6	1
ENSG00000159363	243	324	333	1079	605	320	484	689	505	317	543	217
ENSG00000117118	345	682	564	1252	392	338	595	958	868	364	423	479
ENSG00000117115	483	1313	1184	217	507	232	2138	5182	2433	1300	1554	3515
ENSG00000204362	1	0	0	18	13	12	0	0	0	29	13	25
ENSG00000282843	0	0	0	0	0	3	0	0	0	2	1	2
ENSG00000142623	0	0	2	18	23	20	1	1	1	41	23	24
ENSG00000142619	4	2	508	10	13	14	0	8	9	34	6	11
ENSG00000266634	0	0	2	0	1	1	0	1	0	1	2	0
ENSG00000159339	2	0	0	11	8	17	2	6	0	31	14	8
ENSG00000276747	0	0	0	3	4	10	0	0	0	14	6	15
ENSG00000179051	1671	2840	1861	4034	1601	1613	840	2789	3203	2112	2601	2121
ENSG00000227751	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000074964	306	498	381	958	456	423	370	1709	1358	497	557	489
ENSG00000236648	0	0	0	3	0	4	0	1	1	16	0	7
ENSG00000117148	7	67	43	3	7	6	0	0	0	46	88	36
ENSG00000284653	0	0	0	0	4	1	0	0	0	12	1	1
ENSG00000261781	0	0	0	0	3	1	0	0	0	8	3	3
ENSG00000117154	19	9	4	37	22	20	11	32	55	28	23	14
ENSG00000280222	10	4	7	19	16	10	2	2	0	24	16	6
ENSG00000230035	1	0	0	4	8	4	0	0	1	13	4	3
ENSG00000225387	0	0	0	0	0	0	0	1	0	4	0	0
ENSG00000179023	8	1	53	42	348	373	6	3	37	8	6	5
ENSG00000235282	0	0	0	1	4	2	0	0	0	3	2	2
ENSG00000225478	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000009709	2	1	15	13	13	18	0	0	0	29	11	15
ENSG00000179002	0	0	0	2	8	7	0	5	1	7	4	1
ENSG00000159423	410	104	194	358	287	206	373	575	420	104	225	177
ENSG00000265606	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000221662	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000169991	343	855	261	347	220	253	1679	5875	13343	370	1104	887
ENSG00000272084	7	7	7	8	10	4	7	23	12	20	7	5
ENSG00000127481	4265	6180	4308	2912	2475	2333	1238	5417	3724	3102	2322	1350
ENSG00000230424	7	4	5	23	15	13	26	30	29	10	16	7
ENSG00000127463	616	1317	579	1054	701	624	666	1404	1770	688	680	548
ENSG00000053372	134	453	148	736	322	254	418	1038	984	219	338	259
ENSG00000286064	2	4	4	25	12	14	38	77	138	6	2	1
ENSG00000211454	2	4	2	36	28	15	53	26	36	20	5	6
ENSG00000162482	2	6	4	340	150	114	155	245	67	11	5	6
ENSG00000270728	4	28	16	11	14	14	7	10	31	16	6	7
ENSG00000053371	135	166	182	453	217	149	455	628	438	163	146	97
ENSG00000200403	1	7	4	4	1	1	0	1	1	5	0	0
ENSG00000040487	52	54	47	191	72	63	80	159	207	55	82	33
ENSG00000077549	866	765	714	3984	1364	1212	2395	4352	4279	960	1840	1259
ENSG00000240490	2	1	0	6	3	4	1	0	0	6	3	0
ENSG00000173436	124	222	166	419	207	169	127	205	173	102	126	89
ENSG00000201609	0	0	0	2	2	0	0	0	0	2	1	3
ENSG00000235185	0	0	1	1	1	1	1	0	0	1	0	1
ENSG00000158747	277	132	244	2480	1432	1404	1255	3123	3694	327	945	424
ENSG00000270136	0	1	0	0	2	1	0	0	0	1	0	0
ENSG00000226396	19	24	26	11	13	11	10	21	12	7	4	3
ENSG00000158748	3	50	1	4	8	6	6	11	8	6	7	17
ENSG00000162542	271	166	236	493	186	230	507	941	924	229	368	169
ENSG00000178828	3	1	0	4	2	1	0	6	5	16	3	3
ENSG00000235434	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000169914	180	413	245	611	356	267	230	607	903	247	347	204
ENSG00000188784	0	0	0	5	5	5	0	0	0	15	2	3
ENSG00000242688	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000188257	48	1	30	130	17	14	106	99	45	14	8	17
ENSG00000127472	5	1	3	16	9	8	11	25	15	26	9	4
ENSG00000117215	154	33	329	58	22	47	4	5	1	78	78	34
ENSG00000158786	1	0	10	17	22	23	2	0	0	41	29	16
ENSG00000227066	1	2	17	7	4	5	0	0	2	18	7	3
ENSG00000187980	2	1	6	7	3	12	2	0	5	17	12	6
ENSG00000225986	3	0	4	10	5	7	10	11	14	3	2	3
ENSG00000162543	62	18	194	111	165	145	65	71	184	26	17	8
ENSG00000228105	0	0	0	1	0	0	0	0	0	5	1	0
ENSG00000284710	0	0	0	0	0	5	0	0	0	6	1	6
ENSG00000158816	0	2	2	11	28	35	1	2	1	49	33	17
ENSG00000226664	1	0	0	0	2	2	0	0	0	5	2	2
ENSG00000236963	1	1	6	19	23	12	3	0	1	35	21	14
ENSG00000226487	2	0	0	0	0	1	0	0	0	2	0	1
ENSG00000284641	0	0	0	4	3	1	0	0	0	10	4	3
ENSG00000284743	0	0	0	0	2	4	0	0	0	4	3	2
ENSG00000162545	358	33	483	145	877	677	317	686	967	57	124	133
ENSG00000090432	152	188	171	1264	346	285	387	462	640	230	377	231
ENSG00000215520	0	1	0	0	0	0	0	0	0	2	2	2
ENSG00000183114	3	18	3	14	12	9	8	46	71	8	39	5
ENSG00000158825	5	31	4	11	14	7	3	18	28	8	12	15
ENSG00000158828	70	117	129	362	454	277	219	487	549	80	254	102
ENSG00000284005	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117242	44	65	43	185	91	55	81	160	143	55	72	54
ENSG00000244038	1297	2369	1606	6395	1970	1611	2699	4787	3059	1967	2621	2700
ENSG00000117245	7	4	1	23	36	23	45	89	132	37	29	12
ENSG00000235432	0	0	0	0	0	4	0	0	0	5	3	2
ENSG00000189410	1	3	2	10	15	8	49	58	28	19	6	2
ENSG00000233069	0	0	0	2	1	0	0	0	0	2	1	0
ENSG00000127483	1884	2891	1969	6186	2783	1930	1181	3845	4584	2091	2320	1675
ENSG00000075151	1164	1571	1324	1748	1538	1117	678	2034	3259	843	1228	543
ENSG00000251914	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000221808	6	5	7	2	0	3	0	0	0	0	0	1
ENSG00000233072	9	21	7	2	6	4	0	0	1	2	2	0
ENSG00000236073	2	11	4	0	2	1	0	0	0	0	1	1
ENSG00000235112	8	13	1	5	3	1	0	0	0	6	6	1
ENSG00000287192	1	1	0	10	3	2	2	3	3	5	4	4
ENSG00000117298	992	1015	501	2388	1274	896	2220	6309	8927	438	799	232
ENSG00000236936	15	18	3	2	8	3	2	7	3	8	8	2
ENSG00000231105	22	29	18	12	15	25	7	7	18	19	10	15
ENSG00000236216	0	0	0	1	2	3	0	0	0	4	3	4
ENSG00000228823	0	0	0	0	1	1	0	0	0	1	1	0
ENSG00000236009	1	0	0	3	0	1	0	0	0	2	1	1
ENSG00000227001	2	4	7	6	6	0	2	3	8	5	1	0
ENSG00000187952	5	12	7	6	3	2	3	1	6	3	1	1
ENSG00000186543	0	0	0	2	2	5	0	1	0	6	2	0
ENSG00000142794	76	259	273	291	230	182	147	203	182	195	133	93
ENSG00000176378	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000162551	102	11	112	89	40	58	457	1359	1305	63	151	55
ENSG00000233431	1	0	0	2	3	2	0	1	0	7	2	2
ENSG00000076864	406	169	393	256	313	150	359	560	524	154	187	98
ENSG00000090686	924	1447	1159	958	661	497	517	1256	1246	624	607	606
ENSG00000231978	4	5	1	1	1	2	0	0	0	2	1	0
ENSG00000187942	5	3	8	8	11	15	12	45	42	13	7	9
ENSG00000142798	2936	4146	1704	1582	2689	2502	1067	6525	5065	1545	2888	1361
ENSG00000232037	3	2	1	7	4	2	1	0	1	2	6	4
ENSG00000283234	0	0	0	3	6	4	0	0	0	9	8	2
ENSG00000219073	0	0	0	0	0	5	0	0	0	5	3	3
ENSG00000285959	0	0	0	3	3	1	0	0	0	4	0	0
ENSG00000273610	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201919	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000142789	0	0	0	0	1	3	0	0	0	3	2	1
ENSG00000278124	0	0	0	1	0	0	0	0	0	2	0	0
ENSG00000201273	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228397	1	1	0	4	6	8	2	0	0	11	1	6
ENSG00000218510	40	51	36	65	52	45	17	29	35	38	65	26
ENSG00000070831	3381	3125	3313	9569	3213	3282	3083	10363	8967	2461	3643	2805
ENSG00000285752	8	19	7	8	11	13	11	10	7	6	7	5
ENSG00000285794	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230068	10	9	10	10	16	3	4	2	3	6	0	3
ENSG00000271428	13	28	16	3	9	5	0	7	1	15	0	9
ENSG00000162552	35	42	23	177	136	92	564	479	256	39	38	34
ENSG00000285873	4	3	0	12	13	5	36	23	17	5	14	5
ENSG00000266564	0	0	0	0	1	0	0	0	0	2	0	0
ENSG00000234397	0	2	0	0	0	0	0	0	0	1	0	1
ENSG00000279625	0	0	0	0	4	1	0	0	0	10	7	1
ENSG00000184677	543	743	572	624	511	418	261	674	988	433	305	383
ENSG00000237200	6	15	4	1	4	2	0	9	6	0	0	5
ENSG00000070886	0	2	0	11	19	9	0	4	6	23	11	51
ENSG00000276835	0	0	0	1	0	1	0	0	0	1	2	0
ENSG00000173372	681	468	1144	2587	485	434	133	493	225	1434	909	1136
ENSG00000159189	725	493	1000	4092	626	616	176	541	327	1632	1539	1127
ENSG00000173369	845	696	1716	2980	528	497	193	522	294	1584	967	1162
ENSG00000133216	205	159	164	209	111	136	16	146	128	205	162	206
ENSG00000265422	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000225952	2	3	0	7	0	0	0	0	0	3	4	0
ENSG00000264014	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215906	0	0	0	3	3	4	0	1	0	19	5	3
ENSG00000227868	0	0	0	4	2	3	3	1	3	10	5	2
ENSG00000004487	889	2521	964	1963	757	671	1046	2483	3061	984	1317	621
ENSG00000240553	10	16	15	1	4	1	2	2	1	9	0	1
ENSG00000263793	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000266802	0	1	0	0	0	1	1	0	0	1	0	0
ENSG00000169641	662	1154	764	1186	656	628	1040	3231	7465	611	977	640
ENSG00000229010	5	7	4	0	1	4	3	0	1	4	3	4
ENSG00000206935	1	4	1	0	2	0	1	1	0	1	1	0
ENSG00000252578	1	5	0	1	0	4	0	1	0	1	0	0
ENSG00000179546	3	1	3	1	12	8	5	1	2	25	1	13
ENSG00000215381	0	0	0	1	2	1	0	0	0	2	0	0
ENSG00000261326	291	466	323	108	203	153	22	110	27	149	74	73
ENSG00000284726	34	51	33	22	13	27	0	6	7	16	19	21
ENSG00000125944	2011	3515	2492	3574	1942	1952	1482	4326	5686	2100	1866	2053
ENSG00000125945	553	497	385	658	477	545	527	1327	1771	375	734	397
ENSG00000249087	24	42	18	40	33	30	23	36	36	17	37	14
ENSG00000201405	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271420	4	3	3	7	12	4	6	2	1	4	3	8
ENSG00000204219	161	193	224	1466	684	445	472	284	537	324	317	239
ENSG00000232482	3	4	1	3	6	6	0	0	0	7	4	5
ENSG00000088280	382	574	232	559	425	409	284	447	714	428	495	311
ENSG00000007968	71	167	119	88	53	36	30	18	24	146	106	101
ENSG00000235052	1	3	2	1	3	0	5	1	0	1	1	2
ENSG00000117318	124	202	155	253	214	213	978	1232	1448	84	348	117
ENSG00000285802	0	0	0	2	2	4	0	0	0	7	3	1
ENSG00000197880	8	0	2	3	13	11	0	4	0	21	8	7
ENSG00000229239	0	0	0	2	0	1	0	0	0	11	2	2
ENSG00000142676	3052	3128	4207	12820	4739	5613	11962	20621	17489	3518	7263	3110
ENSG00000236810	3	16	13	17	17	17	35	19	32	18	14	16
ENSG00000011007	408	1018	642	1745	550	557	673	1657	2801	554	816	493
ENSG00000057757	186	296	237	627	302	277	895	1309	1808	295	337	322
ENSG00000011009	271	331	236	1208	309	263	429	781	620	276	536	263
ENSG00000117308	111	123	386	720	214	155	187	260	200	122	384	216
ENSG00000117305	182	108	91	738	230	235	191	282	282	158	151	122
ENSG00000179163	490	345	720	1521	331	368	132	185	374	286	260	316
ENSG00000188822	31	4	19	5	10	11	5	3	1	21	16	9
ENSG00000229106	4	0	2	0	3	1	0	0	0	6	2	1
ENSG00000232557	0	0	0	2	1	1	2	0	0	1	0	2
ENSG00000264926	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000230228	1	0	1	0	1	0	0	0	0	2	2	0
ENSG00000189266	901	1235	1044	2906	1436	1721	1914	5979	7141	886	1009	899
ENSG00000188529	1619	2532	1640	2569	1235	1373	1058	2378	2270	1763	1198	1405
ENSG00000215905	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000225315	0	0	0	3	0	1	0	1	0	3	0	0
ENSG00000142661	4	4	10	43	38	39	20	41	65	110	60	44
ENSG00000230703	0	0	0	1	0	2	0	0	0	1	0	0
ENSG00000142677	2	8	0	69	12	11	5	13	9	37	14	10
ENSG00000185436	106	109	56	210	93	77	99	269	355	76	84	94
ENSG00000230023	0	0	0	1	1	8	1	0	0	10	5	3
ENSG00000232298	2	6	0	4	2	4	0	0	0	3	6	3
ENSG00000158055	80	74	28	61	28	34	15	26	27	49	44	138
ENSG00000001460	42	116	51	311	136	139	90	139	201	136	112	99
ENSG00000001461	341	773	337	3841	985	1123	360	558	563	488	729	786
ENSG00000286061	6	2	1	11	4	2	2	12	0	8	0	0
ENSG00000117602	395	1316	399	2284	480	466	289	767	724	381	592	645
ENSG00000264443	1	0	0	1	1	0	3	1	0	0	0	0
ENSG00000184454	20	139	17	319	13	26	84	429	176	37	175	287
ENSG00000227312	0	2	3	1	0	0	1	0	0	1	2	1
ENSG00000239106	0	0	0	0	0	1	0	0	0	1	1	0
ENSG00000133226	1037	1695	1026	1110	651	688	1333	4535	4915	801	699	436
ENSG00000284699	0	1	2	3	2	0	1	1	0	4	1	2
ENSG00000169504	2624	5918	4169	7823	2940	2858	4854	15559	27225	3955	7422	6371
ENSG00000238482	4	3	3	4	1	0	0	1	0	0	1	2
ENSG00000020633	183	94	104	86	67	83	174	615	1388	106	110	60
ENSG00000278034	1	0	0	2	1	3	2	1	0	2	0	0
ENSG00000229162	13	8	4	3	5	8	2	3	3	13	5	1
ENSG00000261025	1	3	1	5	7	9	0	0	0	20	6	7
ENSG00000264371	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000285823	0	0	0	3	5	5	0	0	0	8	1	5
ENSG00000233755	0	0	0	0	0	3	1	0	0	3	1	3
ENSG00000233419	0	0	0	3	3	3	0	0	0	2	1	4
ENSG00000231953	0	0	0	1	1	2	3	0	0	8	2	0
ENSG00000117614	265	336	256	1366	403	509	633	1073	1538	293	409	263
ENSG00000284602	10	15	7	42	17	21	15	9	1	10	9	15
ENSG00000284657	1	2	0	5	4	2	6	4	2	9	3	1
ENSG00000117616	532	716	573	1404	771	828	1312	3486	4448	448	556	372
ENSG00000272432	2	0	2	12	4	3	5	4	2	6	5	1
